StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_pid,choice_a,value_a,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,rating1,value1,rating2,value2,attention_color,attention_color_5_TEXT,choice_b,value_b,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,rating3,value3,rating4,value4,choice_c,value_c,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,rating5,value5,rating6,value6,choice_d,value_d,Q85_First Click,Q85_Last Click,Q85_Page Submit,Q85_Click Count,rating7,value7,rating8,value8,attention_number,attention_number_6_TEXT,resp_gender,resp_citizen,resp_born,resp_politics,resp_sexuality,resp_education,resp_religion,resp_attend,resp_knowlg,resp_imm_support_1,resp_imm_support_2,resp_imm_support_3,resp_imm_support_4,resp_imm_support_5,resp_imm_support_6,resp_imm_support_7,resp_imm_support_8,resp_imm_support_9,resp_imm_support_10,resp_imm_support_11,PROLIFIC_PID,gender1,pronoun1,possessive1,pronoun_cap1,sexuality1,gender2,pronoun2,possessive2,pronoun_cap2,sexuality2,gender3,pronoun3,possessive3,pronoun_cap3,sexuality3,gender4,pronoun4,possessive4,pronoun_cap4,sexuality4,Create New Field or Choose From Dropdown...,gender5,pronoun5,possessive5,pronoun_cap5,sexuality5,gender6,pronoun6,possessive6,pronoun_cap6,sexuality6,gender7,pronoun7,possessive7,pronoun_cap7,sexuality7,gender8,pronoun8,possessive8,pronoun_cap8,sexuality8,gdp1,gdp2,gdp3,gdp4,gdp5,gdp6,gdp7,gdp8,skill1,skill2,skill3,skill4,skill5,skill6,skill7,skill8,lang1,lang2,lang3,lang4,lang5,lang6,lang7,lang8,religion1,religion2,religion3,religion4,religion5,religion6,religion7,religion8,reason1,reason2,reason3,reason4,reason5,reason6,reason7,reason8
2023-01-31 13:06:14,2023-01-31 13:10:56,IP Address,*******,100,282,True,2023-01-31 13:10:57,R_PMqn8VvY9sPVXqx,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5c6f64cdcacbc8000113ed19,Immigrant 2 should be admitted.,,1.967,33.716,34.37,10,5,5,5,5,Other,Green,Immigrant 3 should be admitted.,,8.021,60.508,61.338,21,5,5,5,5,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Bachelor's degree,Other Christian,Several times a year,,,,,,,,,,,,,5c6f64cdcacbc8000113ed19,man,he,his,He,"straight (that is, not gay)",man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,low-income,low-income,low-income,low-income,,,,,"has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager",,,,,speaks English,does not speak English,does not speak English,does not speak English,,,,,Christian,Christian,Christian,Muslim,,,,,feared government persecution,feared government persecution,feared government persecution,feared government persecution,,,,
2023-01-31 13:08:56,2023-01-31 13:11:15,IP Address,*******,100,139,True,2023-01-31 13:11:16,R_2fvqRvhLEWq0pMK,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,63d13cb81a0a88a3ce29e33f,Immigrant 1 should be admitted.,,1.935,29.823,31.146,9,6,5,6,5,Other,Green,Immigrant 4 should be admitted.,,1.201,29.384,32.856,5,6,6,6,5,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Some college,Jewish,Never,,,,,,,,,,,,,63d13cb81a0a88a3ce29e33f,man,he,his,He,"straight (that is, not gay)",man,he,his,He,gay,man,he,his,He,"straight (that is, not gay)",man,he,his,He,gay,,,,,,,,,,,,,,,,,,,,,,low-income,low-income,moderately wealthy,moderately wealthy,,,,,"has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist",,,,,does not speak English,speaks English,speaks English,does not speak English,,,,,Muslim,Muslim,Christian,Muslim,,,,,feared government persecution,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:04:38,2023-01-31 13:11:18,IP Address,*******,100,399,True,2023-01-31 13:11:18,R_2dSgSHV38819Yl6,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,629529f2d3b7eab4b12df976,Immigrant 2 should be admitted.,,53.473,53.473,66.301,1,7 (definitely admit),5,7 (definitely admit),7 (a great deal of shared values),Other,green,Immigrant 3 should be admitted.,,39.589,39.589,41.162,1,7 (definitely admit),7 (a great deal of shared values),7 (definitely admit),5,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",High school,Atheist (do not believe in God),Never,,,,,,,,,,,,,629529f2d3b7eab4b12df976,man,he,his,He,"straight (that is, not gay)",man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,low-income,moderately wealthy,,,,,"has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager",,,,,does not speak English,does not speak English,speaks English,does not speak English,,,,,Christian,Muslim,Muslim,Christian,,,,,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:09:01,2023-01-31 13:11:39,IP Address,*******,100,158,True,2023-01-31 13:11:39,R_2PvuHQAzCwJ6SJM,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,6109b91605127dcbee798fbb,Immigrant 1 should be admitted.,,20.896,20.896,33.007,1,7 (definitely admit),7 (a great deal of shared values),7 (definitely admit),7 (a great deal of shared values),Other,green,Immigrant 4 should be admitted.,,28.86,28.86,31.013,1,7 (definitely admit),7 (a great deal of shared values),7 (definitely admit),7 (a great deal of shared values),,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,Bisexual,Bachelor's degree,Nothing in particular,Never,,,,,,,,,,,,,6109b91605127dcbee798fbb,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,moderately wealthy,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager",,,,,speaks English,does not speak English,does not speak English,speaks English,,,,,Muslim,Christian,Christian,Christian,,,,,feared government persecution,could not find work due to high unemployment,could not find work due to high unemployment,could not find work due to high unemployment,,,,
2023-01-31 13:09:44,2023-01-31 13:12:21,IP Address,*******,100,156,True,2023-01-31 13:12:21,R_2bDchkWHk4zWvDP,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,61086791465482e3ec238c87,Immigrant 2 should be admitted.,,17.828,17.828,31.448,1,3,5,5,7 (a great deal of shared values),Other,Green,Immigrant 3 should be admitted.,,14.041,14.041,31.214,1,5,5,4,4,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,Bisexual,Some college,Atheist (do not believe in God),Never,,,,,,,,,,,,,61086791465482e3ec238c87,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,moderately wealthy,moderately wealthy,,,,,"has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner",,,,,does not speak English,speaks English,speaks English,does not speak English,,,,,Muslim,Christian,Muslim,Muslim,,,,,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,could not find work due to high unemployment,,,,
2023-01-31 13:07:31,2023-01-31 13:12:47,IP Address,*******,100,315,True,2023-01-31 13:12:47,R_31ngavkPCr7XY0b,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5de6bcd545971063d3ff95db,Immigrant 1 should be admitted.,,25.183,25.183,130.368,1,7 (definitely admit),6,7 (definitely admit),6,Other,Green,Immigrant 3 should be admitted.,,16.043,16.043,90.082,1,7 (definitely admit),6,7 (definitely admit),6,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,None of these,"Straight (that is, not gay or lesbian)",Bachelor's degree,Atheist (do not believe in God),Never,,,,,,,,,,,,,5de6bcd545971063d3ff95db,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,lesbian,man,he,his,He,gay,man,he,his,He,gay,,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,moderately wealthy,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist",,,,,does not speak English,speaks English,does not speak English,does not speak English,,,,,Muslim,Christian,Christian,Muslim,,,,,feared government persecution,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:09:53,2023-01-31 13:12:59,IP Address,*******,100,185,True,2023-01-31 13:12:59,R_pMDjYRo5saxLfXz,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,62961c550afbc1e11a77a4f4,Immigrant 1 should be admitted.,,1.541,9.172,81.384,5,5,3,5,6,Other,Green,Immigrant 4 should be admitted.,,1.308,1.308,53.625,1,6,3,6,6,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Republican,Lesbian or gay,Some college,Nothing in particular,Less than once a year,,,,,,,,,,,,,62961c550afbc1e11a77a4f4,man,he,his,He,"straight (that is, not gay)",man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,low-income,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager",,,,,does not speak English,speaks English,does not speak English,does not speak English,,,,,Christian,Muslim,Christian,Muslim,,,,,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:07:35,2023-01-31 13:14:20,IP Address,*******,100,405,True,2023-01-31 13:14:21,R_1lyQcK5Ot9geDx2,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5d0e711c91721f001a919f11,Immigrant 2 should be admitted.,,44.097,44.097,61.756,1,5,4,6,5,Other,Green,Immigrant 3 should be admitted.,,40.704,40.704,71.828,1,5,4,6,6,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Bachelor's degree,Nothing in particular,Never,,,,,,,,,,,,,5d0e711c91721f001a919f11,woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,moderately wealthy,moderately wealthy,,,,,"has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager",,,,,does not speak English,does not speak English,does not speak English,speaks English,,,,,Muslim,Christian,Muslim,Christian,,,,,could not find work due to high unemployment,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:08:36,2023-01-31 13:14:29,IP Address,*******,100,353,True,2023-01-31 13:14:29,R_3EToD0qAKWX6h4e,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,612c45c581467a8c86b82831,Immigrant 2 should be admitted.,,95.785,95.785,97.184,1,6,7 (a great deal of shared values),6,7 (a great deal of shared values),Other,Green,Immigrant 3 should be admitted.,,59.559,59.559,62.018,1,6,7 (a great deal of shared values),6,7 (a great deal of shared values),,,,,,,,,,,,,,,,,,,,,Other,9,Other,Yes,Yes,None of these,Something else,Some college,Roman Catholic (Catholic),2-3 times a month,,,,,,,,,,,,,612c45c581467a8c86b82831,man,he,his,He,"straight (that is, not gay)",man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,low-income,moderately wealthy,,,,,"has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner",,,,,does not speak English,does not speak English,does not speak English,speaks English,,,,,Christian,Muslim,Muslim,Christian,,,,,feared government persecution,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:11:41,2023-01-31 13:14:37,IP Address,*******,100,175,True,2023-01-31 13:14:37,R_1fgdptN9Q8EyATD,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5950b25f4df2c40001bf86f9,Immigrant 1 should be admitted.,,12.709,13.83,56.346,2,5,5,4,3,Other,Green,Immigrant 4 should be admitted.,,16.54,16.54,51.903,1,3,4,5,6,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Bachelor's degree,Buddhist,Less than once a year,,,,,,,,,,,,,5950b25f4df2c40001bf86f9,man,he,his,He,gay,man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,low-income,moderately wealthy,,,,,"has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist",,,,,does not speak English,speaks English,does not speak English,does not speak English,,,,,Christian,Christian,Christian,Muslim,,,,,could not find work due to high unemployment,could not find work due to high unemployment,could not find work due to high unemployment,could not find work due to high unemployment,,,,
2023-01-31 13:08:19,2023-01-31 13:15:48,IP Address,*******,100,448,True,2023-01-31 13:15:48,R_2zuPLsUEH6k93eC,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5e331af23d12d4017726c68a,Immigrant 1 should be admitted.,,9.684,46.531,48.425,5,7 (definitely admit),5,5,4,Other,Green,Immigrant 3 should be admitted.,,4.869,45.407,46.248,5,7 (definitely admit),6,5,4,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Some college,Roman Catholic (Catholic),Less than once a year,,,,,,,,,,,,,5e331af23d12d4017726c68a,man,he,his,He,gay,man,he,his,He,gay,woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,low-income,low-income,,,,,"has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager",,,,,does not speak English,does not speak English,does not speak English,does not speak English,,,,,Muslim,Christian,Christian,Muslim,,,,,feared government persecution,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:10:42,2023-01-31 13:15:59,IP Address,*******,100,316,True,2023-01-31 13:15:59,R_33D91EaQnPSG2kt,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5c7ff86348022a0017755632,Immigrant 1 should be admitted.,,25.357,29.777,49.827,2,5,5,3,5,Other,Green,Immigrant 4 should be admitted.,,39.925,65.897,67.723,3,5,4,5,3,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Bachelor's degree,Roman Catholic (Catholic),Never,,,,,,,,,,,,,5c7ff86348022a0017755632,man,he,his,He,gay,man,he,his,He,gay,woman,she,her,She,lesbian,man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,low-income,low-income,,,,,"has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist",,,,,speaks English,speaks English,speaks English,does not speak English,,,,,Christian,Christian,Muslim,Muslim,,,,,feared government persecution,could not find work due to high unemployment,feared government persecution,feared government persecution,,,,
2023-01-31 13:10:35,2023-01-31 13:16:19,IP Address,*******,100,343,True,2023-01-31 13:16:20,R_3qO1LXj82bDXebS,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5e169be613ec50c5903e0978,Immigrant 2 should be admitted.,,26.7,71.684,76.49,3,2,1 (no shared values),5,4,Other,Green,Immigrant 3 should be admitted.,,8.727,37.927,39.51,6,6,4,4,3,,,,,,,,,,,,,,,,,,,,,Other,9,Other,Yes,Yes,None of these,Lesbian or gay,Some college,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church of Christ, Jehovah’s Witness, etc.)",Never,,,,,,,,,,,,,5e169be613ec50c5903e0978,woman,she,her,She,lesbian,man,he,his,He,"straight (that is, not gay)",man,he,his,He,gay,woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,moderately wealthy,low-income,,,,,"has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist",,,,,does not speak English,does not speak English,speaks English,does not speak English,,,,,Christian,Christian,Christian,Muslim,,,,,could not find work due to high unemployment,feared government persecution,feared government persecution,feared government persecution,,,,
2023-01-31 13:12:42,2023-01-31 13:16:28,IP Address,*******,100,226,True,2023-01-31 13:16:29,R_3Kv966CtDv8BUlX,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,60ff15dbb175597d20ba1256,Immigrant 1 should be admitted.,,22.425,29.064,33.117,5,5,6,6,6,Other,Green,Immigrant 4 should be admitted.,,13.962,58.111,58.787,8,6,5,6,5,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,Bisexual,Bachelor's degree,Nothing in particular,Never,,,,,,,,,,,,,60ff15dbb175597d20ba1256,man,he,his,He,gay,woman,she,her,She,lesbian,man,he,his,He,"straight (that is, not gay)",man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,low-income,low-income,,,,,"has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner",,,,,speaks English,does not speak English,does not speak English,speaks English,,,,,Muslim,Christian,Christian,Christian,,,,,feared government persecution,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:13:03,2023-01-31 13:16:49,IP Address,*******,100,225,True,2023-01-31 13:16:49,R_1M71WO1311B83DK,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,60fcde7858e7b5e782c587e3,Immigrant 2 should be admitted.,,17.248,22.679,34.293,15,3,4,5,5,Other,Green,Immigrant 3 should be admitted.,,10.209,16.865,35.534,20,6,5,5,5,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Bachelor's degree,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church of Christ, Jehovah’s Witness, etc.)",About once a month,,,,,,,,,,,,,60fcde7858e7b5e782c587e3,woman,she,her,She,lesbian,man,he,his,He,gay,man,he,his,He,gay,man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,moderately wealthy,moderately wealthy,,,,,"has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner",,,,,does not speak English,speaks English,speaks English,speaks English,,,,,Christian,Christian,Muslim,Christian,,,,,could not find work due to high unemployment,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:14:26,2023-01-31 13:17:01,IP Address,*******,100,155,True,2023-01-31 13:17:02,R_2PgQsQzqc2vq48G,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,6337c2c21e350de4df1661bf,Immigrant 2 should be admitted.,,22.508,22.508,41.349,1,4,6,6,6,Other,green,Immigrant 4 should be admitted.,,23.504,23.504,31.352,1,5,5,7 (definitely admit),7 (a great deal of shared values),,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,Bisexual,Some college,Atheist (do not believe in God),Never,,,,,,,,,,,,,6337c2c21e350de4df1661bf,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,man,he,his,He,gay,,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,moderately wealthy,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist",,,,,does not speak English,speaks English,does not speak English,speaks English,,,,,Christian,Muslim,Christian,Muslim,,,,,feared government persecution,feared government persecution,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:14:34,2023-01-31 13:17:07,IP Address,*******,100,153,True,2023-01-31 13:17:08,R_2fKleftaJMse9cA,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,60b7b7ae1deea7a39ee5d386,Immigrant 2 should be admitted.,,26.661,26.661,42.582,1,5,6,6,6,Other,Green,Immigrant 4 should be admitted.,,28.414,28.414,30.703,1,6,6,6,6,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Democrat,Lesbian or gay,Bachelor's degree,Atheist (do not believe in God),Never,,,,,,,,,,,,,60b7b7ae1deea7a39ee5d386,woman,she,her,She,lesbian,man,he,his,He,gay,woman,she,her,She,lesbian,woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,low-income,moderately wealthy,,,,,"has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager",,,,,does not speak English,speaks English,does not speak English,does not speak English,,,,,Christian,Christian,Muslim,Muslim,,,,,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:13:39,2023-01-31 13:17:12,IP Address,*******,100,212,True,2023-01-31 13:17:12,R_UcDrIXy8sjeP0U9,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5e520fe5fe2087237b1b8cd1,Immigrant 1 should be admitted.,,1.122,10.464,41.366,5,7 (definitely admit),7 (a great deal of shared values),7 (definitely admit),7 (a great deal of shared values),Other,green,Immigrant 4 should be admitted.,,2.886,14.468,45.124,6,7 (definitely admit),7 (a great deal of shared values),7 (definitely admit),7 (a great deal of shared values),,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Independent,Bisexual,Bachelor's degree,Jewish,Less than once a year,,,,,,,,,,,,,5e520fe5fe2087237b1b8cd1,man,he,his,He,gay,man,he,his,He,"straight (that is, not gay)",man,he,his,He,"straight (that is, not gay)",man,he,his,He,gay,,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,low-income,low-income,,,,,"has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager",,,,,does not speak English,speaks English,speaks English,speaks English,,,,,Muslim,Christian,Muslim,Muslim,,,,,feared government persecution,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:14:30,2023-01-31 13:17:13,IP Address,*******,100,162,True,2023-01-31 13:17:14,R_2tsBjEBnDF0gJnI,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,636330b7f97a8198974a367f,Immigrant 1 should be admitted.,,19.159,19.159,32.543,1,2,4,2,4,Other,Green,Immigrant 3 should be admitted.,,20.375,21.565,31.593,2,6,6,3,5,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Bachelor's degree,Atheist (do not believe in God),Never,,,,,,,,,,,,,636330b7f97a8198974a367f,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,"straight (that is, not gay)",woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,low-income,low-income,low-income,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager",,,,,does not speak English,does not speak English,speaks English,speaks English,,,,,Christian,Muslim,Muslim,Christian,,,,,could not find work due to high unemployment,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:13:39,2023-01-31 13:17:16,IP Address,*******,100,217,True,2023-01-31 13:17:17,R_rd8J7nRfB5VWTjH,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,63d82d20ed2b67b4f77f1fc7,Immigrant 1 should be admitted.,,33.867,33.867,35.83,1,5,5,4,4,Other,Green,Immigrant 3 should be admitted.,,33.569,33.569,35.9,1,6,6,5,5,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Some college,Roman Catholic (Catholic),Several times a year,,,,,,,,,,,,,63d82d20ed2b67b4f77f1fc7,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,low-income,low-income,moderately wealthy,low-income,,,,,"has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner",,,,,speaks English,does not speak English,speaks English,speaks English,,,,,Muslim,Muslim,Muslim,Muslim,,,,,could not find work due to high unemployment,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:15:15,2023-01-31 13:17:37,IP Address,*******,100,142,True,2023-01-31 13:17:38,R_3lulG78lTkHHGFq,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,6100116227195d64aeb9cdc0,Immigrant 1 should be admitted.,,13.09,31.522,32.549,3,4,5,3,3,Other,Green,Immigrant 3 should be admitted.,,0.738,27.089,31.254,4,3,3,2,2,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Bachelor's degree,Roman Catholic (Catholic),Never,,,,,,,,,,,,,6100116227195d64aeb9cdc0,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,lesbian,woman,she,her,She,lesbian,man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,low-income,low-income,low-income,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner",,,,,speaks English,does not speak English,does not speak English,does not speak English,,,,,Muslim,Muslim,Muslim,Christian,,,,,could not find work due to high unemployment,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
